"","TeamName","Season","Tempo","RankTempo","AdjTempo","RankAdjTempo","OE","RankOE","AdjOE","RankAdjOE","DE","RankDE","AdjDE","RankAdjDE","AdjEM","RankAdjEM","seed","BY.YEAR.NO","BY.ROUND.NO","TEAM.NO","SEED","ROUND","CURRENT.ROUND","SCORE","Win","Upset"
"161","Gonzaga",2009,68.0126,111,66.4288,98,114.842,5,116.862,11,89.7464,5,90.9086,11,25.9534,5,"4",161,487,110,4,16,32,83,TRUE,0
"162","Western Kentucky",2009,66.1823,178,64.2906,184,109.167,42,109.869,61,101.233,170,102.838,178,7.03093,92,"12",162,488,68,12,32,32,81,FALSE,0
"163","LSU",2009,68.3849,103,65.4797,134,108.799,47,110.576,52,95.0848,43,95.8662,55,14.7097,45,"8",163,489,106,8,32,32,70,FALSE,0
"164","North Carolina",2009,75.9017,4,72.454,6,117.352,2,122.645,1,96.1566,59,94.0872,37,28.5574,3,"1",164,490,95,1,1,32,84,TRUE,0
"165","Duke",2009,69.4428,72,65.5211,130,111.86,15,117.869,5,94.5432,34,92.541,25,25.3284,7,"2",165,491,113,2,16,32,74,TRUE,0
"166","Texas",2009,67.6477,127,64.8728,156,106.538,80,110.7,50,96.2428,63,92.1925,24,18.5075,26,"7",166,492,79,7,32,32,69,FALSE,0
"167","Villanova",2009,69.0715,81,66.8453,82,110.17,28,113.638,28,95.8818,56,91.9303,20,21.7081,17,"3",167,493,72,3,4,32,89,TRUE,0
"168","UCLA",2009,65.527,206,64.4791,174,115.929,4,119.973,3,97.0572,83,94.8599,43,25.1136,8,"6",168,494,77,6,32,32,69,FALSE,0
"169","Xavier",2009,67.0833,139,65.3071,142,107.589,71,111.158,44,92.6022,14,92.0625,23,19.0951,24,"4",169,495,66,4,16,32,60,TRUE,0
"170","Wisconsin",2009,58.8514,341,58.4386,334,108.415,51,113.854,24,99.2701,123,95.8886,56,17.9651,28,"12",170,496,67,12,32,32,49,FALSE,0
"171","Oklahoma St.",2009,72.5113,15,69.1545,25,111.321,21,115.065,15,101.399,176,97.2997,69,17.7655,29,"8",171,497,90,8,32,32,76,FALSE,0
"172","Pittsburgh",2009,66.9968,142,64.7792,160,116.603,3,121.48,2,96.1493,58,92.002,21,29.4777,1,"1",172,498,89,1,8,32,84,TRUE,0
"173","Memphis",2009,67.7431,121,64.5834,170,108.992,44,110.759,49,83.4843,1,81.3187,1,29.4398,2,"2",173,499,103,2,16,32,89,TRUE,0
"174","Maryland",2009,68.7256,93,65.5865,124,103.206,139,108.705,76,98.943,113,95.4167,47,13.2883,55,"10",174,500,104,10,32,32,70,FALSE,0
"175","Missouri",2009,72.7415,14,69.8579,17,111.229,22,114.53,21,91.3725,8,91.046,14,23.484,10,"3",175,501,98,3,8,32,83,TRUE,0
"176","Marquette",2009,69.4381,74,67.198,68,113.189,10,117.058,8,99.0492,115,96.076,59,20.9824,20,"6",176,502,105,6,32,32,79,FALSE,0
"177","Washington",2009,71.9705,21,71.7787,9,108.142,56,112.741,34,95.6615,51,90.8054,10,21.9358,16,"4",177,503,70,4,32,32,74,FALSE,0
"178","Purdue",2009,65.3743,214,65.2998,143,105.14,94,110.175,57,89.85,6,88.2115,5,21.9637,15,"5",178,504,87,5,16,32,76,TRUE,1
"179","Texas A&M",2009,66.1991,177,63.1826,234,107.478,73,112.024,37,99.9476,140,97.6525,74,14.3716,50,"9",179,505,78,9,32,32,66,FALSE,0
"180","Connecticut",2009,67.6114,128,65.5863,125,111.344,20,114.597,20,91.4777,9,86.5571,3,28.0401,4,"1",180,506,116,1,4,32,92,TRUE,0
"181","Michigan St.",2009,66.5629,162,65.9592,109,108.114,57,112.732,35,94.5144,33,89.9494,9,22.7829,14,"2",181,507,101,2,2,32,74,TRUE,0
"182","USC",2009,65.1124,230,62.8813,252,104.566,111,109.428,66,97.5739,89,91.7696,17,17.6587,30,"10",182,508,76,10,32,32,69,FALSE,0
"183","Kansas",2009,69.4385,73,66.4233,99,110.702,23,114.807,16,94.4339,30,91.6765,16,23.1309,13,"3",183,509,108,3,16,32,60,TRUE,0
"184","Dayton",2009,65.4067,211,63.8365,207,102.337,153,103.115,155,93.129,17,93.6967,34,9.41849,83,"11",184,510,114,11,32,32,43,FALSE,0
"185","Cleveland St.",2009,64.5586,259,63.1428,238,100.705,180,104.438,133,92.5419,13,92.7341,27,11.7042,72,"13",185,511,117,13,32,32,57,FALSE,0
"186","Arizona",2009,64.4079,264,63.6396,213,111.384,19,117.23,7,105.805,267,101.217,143,16.0133,37,"12",186,512,127,12,16,32,71,TRUE,0
"187","Siena",2009,72.0633,19,70.1991,15,107.494,72,110.158,58,96.719,73,98.4844,87,11.6737,73,"9",187,513,84,9,32,32,72,FALSE,0
"188","Louisville",2009,69.5444,67,66.967,77,105.801,88,109.217,70,88.4266,3,83.849,2,25.3676,6,"1",188,514,107,1,8,32,79,TRUE,0
"189","Morgan St.",2009,66.264,173,64.8231,159,101.262,170,99.986,219,92.9463,16,98.5712,88,1.41474,147,"15",189,995,96,15,64,64,54,FALSE,0
"190","Oklahoma",2009,69.3666,76,66.283,103,113.677,8,117.928,4,97.2826,86,94.6403,40,23.2882,12,"2",190,996,91,2,8,64,82,TRUE,0
"191","Michigan",2009,62.2501,313,62.0992,273,105.636,92,112.016,38,100.806,161,97.5173,72,14.4984,49,"10",191,997,102,10,32,64,62,TRUE,1
"192","Clemson",2009,70.5245,42,67.3639,64,111.849,16,116.758,13,95.9776,57,96.4646,62,20.2938,22,"7",192,998,118,7,64,64,59,FALSE,0
"193","Stephen F. Austin",2009,64.6804,252,61.6881,289,97.6695,236,97.6543,246,88.3079,2,90.9171,12,6.73718,96,"14",193,999,83,14,64,64,44,FALSE,0
"194","Syracuse",2009,71.52,29,69.2046,24,109.274,38,116.963,10,98.5211,104,95.2698,46,21.693,18,"3",194,1000,82,3,16,64,59,TRUE,0
"195","Temple",2009,65.1413,227,62.8987,250,105.848,87,109.311,68,97.4414,88,94.9885,44,14.3226,51,"11",195,1001,81,11,64,64,57,FALSE,0
"196","Arizona St.",2009,60.4248,331,58.5891,332,113.584,9,117.682,6,98.1255,96,94.244,38,23.4381,11,"6",196,1002,126,6,32,64,66,TRUE,0
"197","Akron",2009,64.9547,239,64.5005,173,100.99,174,102.057,173,91.9536,10,95.0743,45,6.9826,94,"13",197,1003,130,13,64,64,64,FALSE,0
"198","Gonzaga",2009,68.0126,111,66.4288,98,114.842,5,116.862,11,89.7464,5,90.9086,11,25.9534,5,"4",198,1004,110,4,16,64,77,TRUE,0
"199","Western Kentucky",2009,66.1823,178,64.2906,184,109.167,42,109.869,61,101.233,170,102.838,178,7.03093,92,"12",199,1005,68,12,32,64,76,TRUE,1
"200","Illinois",2009,62.8633,295,61.8419,284,101.817,165,106.425,104,89.7271,4,87.3285,4,19.0963,23,"5",200,1006,109,5,64,64,72,FALSE,0
"201","Butler",2009,62.7537,296,61.9683,277,106.663,79,109.777,63,92.7027,15,93.6264,33,16.1506,35,"9",201,1007,123,9,64,64,71,FALSE,0
"202","LSU",2009,68.3849,103,65.4797,134,108.799,47,110.576,52,95.0848,43,95.8662,55,14.7097,45,"8",202,1008,106,8,32,64,75,TRUE,0
"203","Radford",2009,71.4391,31,68.3948,42,102.444,149,101.326,200,99.2353,119,101.791,158,-0.465293,170,"16",203,1009,86,16,64,64,58,FALSE,0
"204","North Carolina",2009,75.9017,4,72.454,6,117.352,2,122.645,1,96.1566,59,94.0872,37,28.5574,3,"1",204,1010,95,1,1,64,101,TRUE,0
"205","Binghamton",2009,66.9519,145,66.5996,94,103.334,137,101.747,184,98.5663,106,102.618,174,-0.871417,177,"15",205,1011,125,15,64,64,62,FALSE,0
"206","Duke",2009,69.4428,72,65.5211,130,111.86,15,117.869,5,94.5432,34,92.541,25,25.3284,7,"2",206,1012,113,2,16,64,86,TRUE,0
"207","Minnesota",2009,63.841,272,63.7652,211,103.143,141,107.586,91,95.6626,52,91.8263,18,15.7592,39,"10",207,1013,100,10,64,64,62,FALSE,0
"208","Texas",2009,67.6477,127,64.8728,156,106.538,80,110.7,50,96.2428,63,92.1925,24,18.5075,26,"7",208,1014,79,7,32,64,76,TRUE,0
"209","American",2009,61.2289,326,59.7892,322,104.872,104,104.705,128,94.1783,25,100.204,124,4.50143,114,"14",209,1015,128,14,64,64,67,FALSE,0
"210","Villanova",2009,69.0715,81,66.8453,82,110.17,28,113.638,28,95.8818,56,91.9303,20,21.7081,17,"3",210,1016,72,3,4,64,80,TRUE,0
"211","VCU",2009,66.0864,180,65.3295,141,108.317,54,109.286,69,94.895,40,96.5255,63,12.7601,57,"11",211,1017,73,11,64,64,64,FALSE,0
"212","UCLA",2009,65.527,206,64.4791,174,115.929,4,119.973,3,97.0572,83,94.8599,43,25.1136,8,"6",212,1018,77,6,32,64,65,TRUE,0
"213","Portland St.",2009,65.9643,187,64.4177,177,109.386,37,108.934,74,101.498,178,104.084,206,4.85027,112,"13",213,1019,88,13,64,64,59,FALSE,0
"214","Xavier",2009,67.0833,139,65.3071,142,107.589,71,111.158,44,92.6022,14,92.0625,23,19.0951,24,"4",214,1020,66,4,16,64,77,TRUE,0
"215","Wisconsin",2009,58.8514,341,58.4386,334,108.415,51,113.854,24,99.2701,123,95.8886,56,17.9651,28,"12",215,1021,67,12,32,64,61,TRUE,1
"216","Florida St.",2009,68.3576,104,65.4367,135,100.327,186,105.685,111,94.8233,39,89.7283,7,15.9569,38,"5",216,1022,111,5,64,64,59,FALSE,0
"217","Tennessee",2009,71.4926,30,67.356,65,109.2,41,114.801,17,101.271,172,98.2193,82,16.5817,32,"9",217,1023,80,9,64,64,75,FALSE,0
"218","Oklahoma St.",2009,72.5113,15,69.1545,25,111.321,21,115.065,15,101.399,176,97.2997,69,17.7655,29,"8",218,1024,90,8,32,64,77,TRUE,0
"219","East Tennessee St.",2009,72.0075,20,68.8103,35,107.79,64,106.255,105,96.8366,77,101.161,141,5.09407,109,"16",219,1025,112,16,64,64,62,FALSE,0
"220","Pittsburgh",2009,66.9968,142,64.7792,160,116.603,3,121.48,2,96.1493,58,92.002,21,29.4777,1,"1",220,1026,89,1,8,64,72,TRUE,0
"221","Cal St. Northridge",2009,71.75,25,71.325,12,101.819,164,101.374,197,97.0181,79,96.2591,61,5.11477,108,"15",221,1027,121,15,64,64,70,FALSE,0
"222","Memphis",2009,67.7431,121,64.5834,170,108.992,44,110.759,49,83.4843,1,81.3187,1,29.4398,2,"2",222,1028,103,2,16,64,81,TRUE,0
"223","Maryland",2009,68.7256,93,65.5865,124,103.206,139,108.705,76,98.943,113,95.4167,47,13.2883,55,"10",223,1029,104,10,32,64,84,TRUE,1
"224","California",2009,66.2593,174,65.2261,149,112.094,13,116.839,12,101.753,185,98.6172,91,18.2213,27,"7",224,1030,120,7,64,64,71,FALSE,0
"225","Cornell",2009,66.4321,166,65.0003,154,109.048,43,108.108,84,96.7642,76,102.611,173,5.49712,104,"14",225,1031,115,14,64,64,59,FALSE,0
"226","Missouri",2009,72.7415,14,69.8579,17,111.229,22,114.53,21,91.3725,8,91.046,14,23.484,10,"3",226,1032,98,3,8,64,78,TRUE,0
"227","Utah St.",2009,61.5412,321,59.522,325,117.558,1,117.04,9,100.565,153,101.747,155,15.293,43,"11",227,1033,74,11,64,64,57,FALSE,0
"228","Marquette",2009,69.4381,74,67.198,68,113.189,10,117.058,8,99.0492,115,96.076,59,20.9824,20,"6",228,1034,105,6,32,64,58,TRUE,0
"229","Mississippi St.",2009,69.8957,59,66.7566,85,104.167,122,107.733,89,97.1305,84,95.9223,57,11.8111,70,"13",229,1035,99,13,64,64,58,FALSE,0
"230","Washington",2009,71.9705,21,71.7787,9,108.142,56,112.741,34,95.6615,51,90.8054,10,21.9358,16,"4",230,1036,70,4,32,64,71,TRUE,0
"231","Northern Iowa",2009,61.2409,325,60.1385,318,108.346,53,110.659,51,102.305,199,100.806,133,9.85203,82,"12",231,1037,93,12,64,64,56,FALSE,0
"232","Purdue",2009,65.3743,214,65.2998,143,105.14,94,110.175,57,89.85,6,88.2115,5,21.9637,15,"5",232,1038,87,5,16,64,61,TRUE,0
"233","Texas A&M",2009,66.1991,177,63.1826,234,107.478,73,112.024,37,99.9476,140,97.6525,74,14.3716,50,"9",233,1039,78,9,32,64,79,TRUE,1
"234","BYU",2009,68.8705,85,68.4554,39,111.601,17,114.296,23,93.4846,22,92.6399,26,21.6562,19,"8",234,1040,122,8,64,64,66,FALSE,0
"235","Chattanooga",2009,70.9526,36,68.6926,36,105.072,97,104.271,135,106.381,279,108.116,285,-3.84568,209,"16",235,1041,119,16,64,64,47,FALSE,0
"236","Connecticut",2009,67.6114,128,65.5863,125,111.344,20,114.597,20,91.4777,9,86.5571,3,28.0401,4,"1",236,1042,116,1,4,64,103,TRUE,0
"237","Robert Morris",2009,67.4633,131,65.4018,138,104.604,108,101.428,195,95.8443,54,99.9183,119,1.5095,145,"15",237,1043,85,15,64,64,62,FALSE,0
"238","Michigan St.",2009,66.5629,162,65.9592,109,108.114,57,112.732,35,94.5144,33,89.9494,9,22.7829,14,"2",238,1044,101,2,2,64,77,TRUE,0
"239","USC",2009,65.1124,230,62.8813,252,104.566,111,109.428,66,97.5739,89,91.7696,17,17.6587,30,"10",239,1045,76,10,32,64,72,TRUE,1
"240","Boston College",2009,67.5681,130,64.7471,161,110.121,29,113.378,30,103.753,229,101.263,146,12.1159,64,"7",240,1046,124,7,64,64,55,FALSE,0
"241","North Dakota St.",2009,67.597,129,66.9142,79,114.666,6,113.637,29,99.967,142,101.211,142,12.4256,61,"14",241,1047,94,14,64,64,74,FALSE,0
"242","Kansas",2009,69.4385,73,66.4233,99,110.702,23,114.807,16,94.4339,30,91.6765,16,23.1309,13,"3",242,1048,108,3,16,64,84,TRUE,0
"243","Dayton",2009,65.4067,211,63.8365,207,102.337,153,103.115,155,93.129,17,93.6967,34,9.41849,83,"11",243,1049,114,11,32,64,68,TRUE,1
"244","West Virginia",2009,65.7492,198,63.2031,233,109.806,31,114.693,19,93.8755,24,89.6619,6,25.031,9,"6",244,1050,69,6,64,64,60,FALSE,0
"245","Cleveland St.",2009,64.5586,259,63.1428,238,100.705,180,104.438,133,92.5419,13,92.7341,27,11.7042,72,"13",245,1051,117,13,32,64,84,TRUE,1
"246","Wake Forest",2009,75.3508,6,72.3248,7,107.856,63,111.358,42,93.2075,19,91.0587,15,20.299,21,"4",246,1052,71,4,64,64,69,FALSE,0
"247","Arizona",2009,64.4079,264,63.6396,213,111.384,19,117.23,7,105.805,267,101.217,143,16.0133,37,"12",247,1053,127,12,16,64,84,TRUE,1
"248","Utah",2009,65.1733,223,64.0174,195,107.716,67,110.948,47,96.2666,65,91.91,19,19.0381,25,"5",248,1054,75,5,64,64,71,FALSE,0
"249","Siena",2009,72.0633,19,70.1991,15,107.494,72,110.158,58,96.719,73,98.4844,87,11.6737,73,"9",249,1055,84,9,32,64,74,TRUE,1
"250","Ohio St.",2009,61.5882,320,61.9585,278,107.872,62,113.731,26,99.9425,139,97.2667,67,16.4647,34,"8",250,1056,92,8,64,64,72,FALSE,0
"251","Morehead St.",2009,66.9581,144,64.5465,172,103.511,133,102.308,170,102.494,204,102.325,168,-0.017075,164,"16",251,1057,97,16,64,64,54,FALSE,0
"252","Louisville",2009,69.5444,67,66.967,77,105.801,88,109.217,70,88.4266,3,83.849,2,25.3676,6,"1",252,1058,107,1,8,64,74,TRUE,0
"253","Duke",2010,67.7699,157,64.9637,202,114.554,6,119.296,4,91.1675,10,87.7467,5,31.5489,2,"1",253,5,188,1,1,2,61,TRUE,0
"254","Butler",2010,64.3953,289,63.243,272,108.722,43,110.745,49,92.7457,27,90.7154,18,20.0295,22,"5",254,6,193,5,2,2,59,FALSE,0
"255","Duke",2010,67.7699,157,64.9637,202,114.554,6,119.296,4,91.1675,10,87.7467,5,31.5489,2,"1",255,39,188,1,1,4,78,TRUE,0
"256","West Virginia",2010,64.066,297,62.3139,297,111.763,17,117.329,10,97.5829,96,91.5966,22,25.7322,4,"2",256,40,135,2,4,4,57,FALSE,0
"257","Butler",2010,64.3953,289,63.243,272,108.722,43,110.745,49,92.7457,27,90.7154,18,20.0295,22,"5",257,41,193,5,2,4,52,TRUE,0
"258","Michigan St.",2010,66.706,211,65.5206,178,108.383,48,112.268,37,95.439,47,91.9702,26,20.2975,20,"5",258,42,173,5,4,4,50,FALSE,0
"259","Baylor",2010,67.5047,168,64.0252,238,112.779,12,118.384,6,98.1428,107,94.9837,56,23.4007,11,"3",259,107,194,3,8,8,71,FALSE,0
"260","Duke",2010,67.7699,157,64.9637,202,114.554,6,119.296,4,91.1675,10,87.7467,5,31.5489,2,"1",260,108,188,1,1,8,78,TRUE,0
"261","West Virginia",2010,64.066,297,62.3139,297,111.763,17,117.329,10,97.5829,96,91.5966,22,25.7322,4,"2",261,109,135,2,4,8,73,TRUE,1
"262","Kentucky",2010,70.2796,58,67.5908,73,111.703,19,114.384,23,92.007,21,89.4743,8,24.9097,8,"1",262,110,178,1,8,8,66,FALSE,0
"263","Kansas St.",2010,72.0852,24,69.501,27,109.484,34,115.425,17,95.5026,49,90.4885,16,24.9367,7,"2",263,111,179,2,8,8,56,FALSE,0
"264","Butler",2010,64.3953,289,63.243,272,108.722,43,110.745,49,92.7457,27,90.7154,18,20.0295,22,"5",264,112,193,5,2,8,63,TRUE,1
"265","Tennessee",2010,70.7526,42,67.6684,69,103.24,127,106.604,106,91.8969,19,89.2115,7,17.3928,38,"6",265,113,147,6,8,8,69,FALSE,0
"266","Michigan St.",2010,66.706,211,65.5206,178,108.383,48,112.268,37,95.439,47,91.9702,26,20.2975,20,"5",266,114,173,5,4,8,70,TRUE,0
"267","Saint Mary's",2010,67.5943,164,66.3664,128,116.162,3,116.442,13,97.6123,97,97.0364,75,19.4058,26,"10",267,243,153,10,16,16,49,FALSE,0
"268","Baylor",2010,67.5047,168,64.0252,238,112.779,12,118.384,6,98.1428,107,94.9837,56,23.4007,11,"3",268,244,194,3,8,16,72,TRUE,0
"269","Purdue",2010,66.6055,215,65.4793,181,106.707,73,110.762,48,91.6428,14,88.1665,6,22.5959,14,"4",269,245,156,4,16,16,57,FALSE,0
"270","Duke",2010,67.7699,157,64.9637,202,114.554,6,119.296,4,91.1675,10,87.7467,5,31.5489,2,"1",270,246,188,1,1,16,70,TRUE,0
"271","West Virginia",2010,64.066,297,62.3139,297,111.763,17,117.329,10,97.5829,96,91.5966,22,25.7322,4,"2",271,247,135,2,4,16,69,TRUE,0
"272","Washington",2010,73.2787,14,71.3389,10,108.203,50,111.513,42,95.544,50,93.6021,39,17.9107,33,"11",272,248,136,11,16,16,56,FALSE,0
"273","Cornell",2010,65.2596,261,63.4422,264,113.894,9,115.443,16,97.8399,102,101.891,161,13.552,60,"12",273,249,189,12,16,16,45,FALSE,0
"274","Kentucky",2010,70.2796,58,67.5908,73,111.703,19,114.384,23,92.007,21,89.4743,8,24.9097,8,"1",274,250,178,1,8,16,62,TRUE,0
"275","Kansas St.",2010,72.0852,24,69.501,27,109.484,34,115.425,17,95.5026,49,90.4885,16,24.9367,7,"2",275,251,179,2,8,16,101,TRUE,0
"276","Xavier",2010,70.633,45,68.8639,37,110.624,26,114.769,20,95.6034,52,94.9437,54,19.8256,23,"6",276,252,131,6,16,16,96,FALSE,0
"277","Butler",2010,64.3953,289,63.243,272,108.722,43,110.745,49,92.7457,27,90.7154,18,20.0295,22,"5",277,253,193,5,2,16,63,TRUE,1
"278","Syracuse",2010,71.3527,31,68.6909,41,114.239,7,118.167,7,94.217,39,90.5783,17,27.5886,3,"1",278,254,149,1,16,16,59,FALSE,0
"279","Ohio St.",2010,64.7007,282,64.023,239,113.734,10,117.429,9,94.2241,40,91.9581,25,25.4713,6,"2",279,255,160,2,16,16,73,FALSE,0
"280","Tennessee",2010,70.7526,42,67.6684,69,103.24,127,106.604,106,91.8969,19,89.2115,7,17.3928,38,"6",280,256,147,6,8,16,76,TRUE,1
"281","Michigan St.",2010,66.706,211,65.5206,178,108.383,48,112.268,37,95.439,47,91.9702,26,20.2975,20,"5",281,257,173,5,4,16,59,TRUE,0
"282","Northern Iowa",2010,59.2562,345,58.576,340,106.921,67,108.029,81,91.4167,11,89.7638,9,18.2648,31,"9",282,258,164,9,16,16,52,FALSE,0
"283","Villanova",2010,72.4906,20,71.172,11,113.54,11,118.572,5,100.342,150,95.5965,63,22.9755,12,"2",283,515,138,2,32,32,68,FALSE,0
"284","Saint Mary's",2010,67.5943,164,66.3664,128,116.162,3,116.442,13,97.6123,97,97.0364,75,19.4058,26,"10",284,516,153,10,16,32,75,TRUE,1
"285","Baylor",2010,67.5047,168,64.0252,238,112.779,12,118.384,6,98.1428,107,94.9837,56,23.4007,11,"3",285,517,194,3,8,32,76,TRUE,0
"286","Old Dominion",2010,63.6486,307,62.4677,291,105.817,87,107.842,85,89.6823,5,90.1999,12,17.6423,35,"11",286,518,158,11,32,32,68,FALSE,0
"287","Purdue",2010,66.6055,215,65.4793,181,106.707,73,110.762,48,91.6428,14,88.1665,6,22.5959,14,"4",287,519,156,4,16,32,63,TRUE,0
"288","Texas A&M",2010,66.4978,220,64.0152,240,107.13,62,112.093,38,97.1712,87,91.9447,24,20.1487,21,"5",288,520,145,5,32,32,61,FALSE,0
"289","California",2010,68.5318,121,67.121,92,114.155,8,119.968,1,99.4574,134,97.7354,88,22.2322,15,"8",289,521,191,8,32,32,53,FALSE,0
"290","Duke",2010,67.7699,157,64.9637,202,114.554,6,119.296,4,91.1675,10,87.7467,5,31.5489,2,"1",290,522,188,1,1,32,68,TRUE,0
"291","West Virginia",2010,64.066,297,62.3139,297,111.763,17,117.329,10,97.5829,96,91.5966,22,25.7322,4,"2",291,523,135,2,4,32,68,TRUE,0
"292","Missouri",2010,71.6595,27,68.6097,44,107.124,63,110.105,52,91.6689,15,90.4261,15,19.6787,24,"10",292,524,171,10,32,32,59,FALSE,0
"293","New Mexico",2010,68.2724,130,67.1887,89,111.766,16,114.142,24,97.6778,98,96.7568,70,17.3849,39,"3",293,525,167,3,32,32,64,FALSE,0
"294","Washington",2010,73.2787,14,71.3389,10,108.203,50,111.513,42,95.544,50,93.6021,39,17.9107,33,"11",294,526,136,11,16,32,82,TRUE,1
"295","Wisconsin",2010,60.1085,341,58.6587,339,111.356,22,115.399,18,92.7586,28,89.8348,10,25.564,5,"4",295,527,133,4,32,32,69,FALSE,0
"296","Cornell",2010,65.2596,261,63.4422,264,113.894,9,115.443,16,97.8399,102,101.891,161,13.552,60,"12",296,528,189,12,16,32,87,TRUE,1
"297","Wake Forest",2010,70.944,39,68.4678,50,100.586,182,106.69,105,94.4855,43,91.7943,23,14.8954,54,"9",297,529,137,9,32,32,60,FALSE,0
"298","Kentucky",2010,70.2796,58,67.5908,73,111.703,19,114.384,23,92.007,21,89.4743,8,24.9097,8,"1",298,530,178,1,8,32,90,TRUE,0
"299","Kansas St.",2010,72.0852,24,69.501,27,109.484,34,115.425,17,95.5026,49,90.4885,16,24.9367,7,"2",299,531,179,2,8,32,84,TRUE,0
"300","BYU",2010,71.4716,28,70.9239,13,115.54,5,117.315,11,91.6015,13,92.8309,34,24.4842,9,"7",300,532,192,7,32,32,72,FALSE,0
"301","Pittsburgh",2010,62.4253,326,60.3262,329,106.642,76,111.307,46,96.3626,73,92.5315,31,18.7753,27,"3",301,533,157,3,32,32,68,FALSE,0
"302","Xavier",2010,70.633,45,68.8639,37,110.624,26,114.769,20,95.6034,52,94.9437,54,19.8256,23,"6",302,534,131,6,16,32,71,TRUE,1
"303","Murray St.",2010,67.9082,148,65.5723,177,112.056,15,108.952,68,90.0948,7,94.3666,48,14.5856,55,"13",303,535,168,13,32,32,52,FALSE,0
"304","Butler",2010,64.3953,289,63.243,272,108.722,43,110.745,49,92.7457,27,90.7154,18,20.0295,22,"5",304,536,193,5,2,32,54,TRUE,0
"305","Gonzaga",2010,69.3671,80,67.0743,96,110.661,25,112.378,36,96.8793,79,95.585,62,16.7934,42,"8",305,537,182,8,32,32,65,FALSE,0
"306","Syracuse",2010,71.3527,31,68.6909,41,114.239,7,118.167,7,94.217,39,90.5783,17,27.5886,3,"1",306,538,149,1,16,32,87,TRUE,0
"307","Ohio St.",2010,64.7007,282,64.023,239,113.734,10,117.429,9,94.2241,40,91.9581,25,25.4713,6,"2",307,539,160,2,16,32,75,TRUE,0
"308","Georgia Tech",2010,70.7976,41,67.9549,64,102.079,151,108.997,67,93.6062,33,90.9613,19,18.0357,32,"10",308,540,183,10,32,32,66,FALSE,0
"309","Ohio",2010,68.8889,100,68.1933,57,104.266,108,105.808,122,97.5162,93,98.4546,97,7.35379,100,"14",309,541,161,14,32,32,68,FALSE,0
"310","Tennessee",2010,70.7526,42,67.6684,69,103.24,127,106.604,106,91.8969,19,89.2115,7,17.3928,38,"6",310,542,147,6,8,32,83,TRUE,0
"311","Maryland",2010,70.1536,62,68.1243,61,111.617,21,117.599,8,96.108,61,94.8962,53,22.7026,13,"4",311,543,174,4,32,32,83,FALSE,0
"312","Michigan St.",2010,66.706,211,65.5206,178,108.383,48,112.268,37,95.439,47,91.9702,26,20.2975,20,"5",312,544,173,5,4,32,85,TRUE,1
"313","Northern Iowa",2010,59.2562,345,58.576,340,106.921,67,108.029,81,91.4167,11,89.7638,9,18.2648,31,"9",313,545,164,9,16,32,69,TRUE,1
"314","Kansas",2010,70.0725,66,66.6569,115,115.923,4,119.854,2,90.9538,9,87.3419,4,32.5121,1,"1",314,546,180,1,32,32,67,FALSE,0
"315","Robert Morris",2010,67.9949,142,65.7182,165,100.862,180,99.6218,214,96.3557,72,101.452,154,-1.83054,194,"15",315,1059,154,15,64,64,70,FALSE,0
"316","Villanova",2010,72.4906,20,71.172,11,113.54,11,118.572,5,100.342,150,95.5965,63,22.9755,12,"2",316,1060,138,2,32,64,73,TRUE,0
"317","Saint Mary's",2010,67.5943,164,66.3664,128,116.162,3,116.442,13,97.6123,97,97.0364,75,19.4058,26,"10",317,1061,153,10,16,64,80,TRUE,1
"318","Richmond",2010,65.3771,259,62.1031,302,103.465,123,108.108,78,93.4488,30,92.8809,36,15.2274,51,"7",318,1062,155,7,64,64,71,FALSE,0
"319","Sam Houston St.",2010,70.5868,47,68.6965,40,111.74,18,110.763,47,101.283,175,103.694,200,7.06873,101,"14",319,1063,152,14,64,64,59,FALSE,0
"320","Baylor",2010,67.5047,168,64.0252,238,112.779,12,118.384,6,98.1428,107,94.9837,56,23.4007,11,"3",320,1064,194,3,8,64,68,TRUE,0
"321","Old Dominion",2010,63.6486,307,62.4677,291,105.817,87,107.842,85,89.6823,5,90.1999,12,17.6423,35,"11",321,1065,158,11,32,64,51,TRUE,1
"322","Notre Dame",2010,64.2794,293,62.3372,296,116.815,2,119.809,3,105.859,281,101.439,152,18.3693,30,"6",322,1066,163,6,64,64,50,FALSE,0
"323","Siena",2010,70.0175,69,68.3596,54,106.943,66,109.569,64,92.6837,25,95.6534,64,13.9156,58,"13",323,1067,150,13,64,64,64,FALSE,0
"324","Purdue",2010,66.6055,215,65.4793,181,106.707,73,110.762,48,91.6428,14,88.1665,6,22.5959,14,"4",324,1068,156,4,16,64,72,TRUE,0
"325","Utah St.",2010,62.6968,323,59.4224,335,117.043,1,116.361,14,95.6534,53,95.0722,59,21.2893,16,"12",325,1069,142,12,64,64,53,FALSE,0
"326","Texas A&M",2010,66.4978,220,64.0152,240,107.13,62,112.093,38,97.1712,87,91.9447,24,20.1487,21,"5",326,1070,145,5,32,64,69,TRUE,0
"327","Louisville",2010,68.4389,126,65.9182,155,110.269,29,115.013,19,100.703,157,97.1787,77,17.834,34,"9",327,1071,176,9,64,64,62,FALSE,0
